barnehagefakta.get - WARNING - Change in response for id=975303640, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991600884, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990810427, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972228257, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974305658, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975919307, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990011400, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984628455, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985698023, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975303667, archiving old result
barnehagefakta.get - WARNING - Change in response for id=886221282, archiving old result
