barnehagefakta.get - WARNING - Change in response for id=1022332, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022004, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022398, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013804, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022456, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013250, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020736, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021520, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025595, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020650, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021254, archiving old result
