# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Austafjord oppvekstsenter Avdeling barnehage", "Nærøysund kommune", "1013859"
"Barnehage 1 AS Avd Strand", "Barnehage 1 AS", "2000071"
"Barnehage 1 AS Avd Nøtteliten", "Barnehage 1 AS", "1021938"
"Bergheim Friluftsbarnehage AS", "Bergheim Friluftsbarnehage AS", "1020941"
"Bikuben Friluftsbarnehage AS", "Bikuben Friluftsbarnehage AS", "1021593"
"Foldereid oppvekstsenter Avd barnehage", "Nærøysund kommune", "1014901"
"Gravvik oppvekstsenter Avd barnehage", "Nærøysund kommune", "1015963"
"Heimen barnehage AS", "Heimen barnehage AS", "1021645"
"Heimtun barnehage AS", "Heimtun barnehage AS", "1021498"
"Kolvereid barnehage", "Nærøysund kommune", "1013647"
"Lilleval barnehage AS", "Lilleval barnehage AS", "1021527"
"Odden Familiebarnehage Elisa Strøm", "Odden Familiebarnehage Elisa Strøm", "2000122"
"Ottersøy barnehage Sa", "Ottersøy barnehage Sa", "1019519"
"Ril barnehage", "Rørvik Idrettslag", "1015975"
"Trio Barnehager AS", "Trio Barnehager AS", "1020387"
"Tårnet barnehage", "Nærøysund kommune", "1014967"
"Værum barnehage", "Nærøysund kommune", "1015582"
