# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bekkefaret barnehage", "Orkland kommune", "1018242"
"Evjen barnehage", "Orkland kommune", "1012560"
"Gjølme barnehage", "Orkland kommune", "1018241"
"Grefstad barnehage", "Orkland kommune", "1016118"
"Grøtte barnehage", "Orkland kommune", "1015016"
"Krokstadøra barnehage", "Orkland kommune", "1013775"
"Lensvik barnehage", "Orkland kommune", "1013958"
"Løkken barnehage", "Orkland kommune", "1016738"
"Mølnbukt barnehage", "Orkland kommune", "1018232"
"Nlm Barnehagene AS Avd Liavoll barnehage", "Nlm-Barnehagene AS", "1016739"
"Rianmyra barnehage", "Orkland kommune", "1015957"
"Storås barnehage", "Orkland kommune", "1018239"
"Svorkmo barnehage", "Orkland kommune", "1025312"
"Vormstad barnehage", "Orkland kommune", "1013792"
"Å barnehage", "Orkland kommune", "1018240"
