barnehagefakta.get - WARNING - Change in response for id=975311473, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875321072, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311449, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979312946, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975315142, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974752425, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311244, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974752468, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973484583, archiving old result
barnehagefakta.get - WARNING - Change in response for id=873348712, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975311430, archiving old result
