barnehagefakta.get - WARNING - Change in response for id=1013951, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013868, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014698, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020733, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021673, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019758, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015665, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1026074, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021340, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013952, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1014203, archiving old result
