# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Akasia Valen barnehage", "Akasia barnehage AS", "1022183"
"Bringedalsbygda barnehage", "Kvinnherad kommune", "1012936"
"Dønhaug Gardsbarnehage", "Dønhaug Gardsbarnehage Helene H. Bjørnebøle", "1021413"
"Espira Halsnøy Kloster barnehage", "Espira Halsnøy Kloster AS", "1021576"
"Hauge barnehage", "Kvinnherad kommune", "1016192"
"Læringsverkstedet barnehage Avd Handeland friluftsbarnehage", "Læringsverkstedet AS", "1021233"
"Myrane barnehage", "Kvinnherad kommune", "1015746"
"Nordsido Oppvekstområde Hatlestrand barnehage", "Kvinnherad kommune", "1012935"
"Omvikdalen barnehage", "Kvinnherad kommune", "1012932"
"Rosendal Fus barnehage AS", "Rosendal Fus barnehage AS", "1021905"
"Undarheim barnehage", "Kvinnherad kommune", "1012930"
"Uskedalen barnehage", "Kvinnherad kommune", "1012934"
"Åkra barnehage", "Kvinnherad kommune", "1012933"
