barnehagefakta.get - WARNING - Change in response for id=916311508, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975297101, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998010942, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987914637, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987130008, archiving old result
barnehagefakta.get - WARNING - Change in response for id=996566528, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975307158, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972286419, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984684134, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985488886, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975295516, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973494597, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975307166, archiving old result
