# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Falkåsen barnehage Avd Lyngbakken", "Bamble kommune", "1026294"
"Falkåsen barnehage", "Bamble kommune", "1017406"
"Grashoppa barnehage", "Grashoppa barnehage AS", "1015087"
"Grashoppa Åpen barnehage", "Grashoppa barnehage AS", "1013189"
"Grasmyr Naturbarnehage", "Bamble kommune", "1013087"
"Læringsverkstedet barnehage Avd Marthas Hage barnehage", "Læringsverkstedet AS", "1022171"
"Nustad barnehage", "Bamble kommune", "1018041"
"Rønholt barnehage", "Bamble kommune", "1015461"
"Solstua Kulturbarnehage AS", "Solstua Kulturbarnehage AS", "1020820"
"Stokkevannet barnehage Sa", "Stokkevannet barnehage Sa", "1020896"
"Sundby barnehage", "Bamble kommune", "1017349"
"Tirilltoppen barnehage", "Tirilltoppen barnehage Bamble Sa", "1020003"
"Uksodden barnehage", "Bamble kommune", "1018042"
