barnehagefakta.get - WARNING - Change in response for id=983443761, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990739714, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973474936, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975295257, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975303624, archiving old result
barnehagefakta.get - WARNING - Change in response for id=995410338, archiving old result
barnehagefakta.get - WARNING - Change in response for id=911842904, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975303594, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974540630, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975303608, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973469762, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975303632, archiving old result
