# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Pytteberget barnehage", "Tjøme kommune", "1012883"
"Tjøme barnehage", "Tjøme kommune", "1016371"
