# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Ajer barnehage", "Hamar kommune", "1017550"
"Ajer Gårds og Familiebarnehage", "Regnbuen Familiebarnehage V/sara Victoria Bjørge Goldsack", "1021542"
"Ankerløkken barnehage", "Hamar kommune", "1017466"
"Ankerskogen barnehage", "Hamar kommune", "1014248"
"Bambini Montessoribarnehage AS", "Bambini Montessoribarnehage AS", "1020845"
"Blåveisen barnehage", "Blåveisen barnehage Sa", "1020001"
"Briskebyen Montessori International AS", "Briskebyen Montessori International AS", "1022072"
"Flekkenga Natur- og Gårdsbarnehage AS", "Flekkenga Natur- og Gårdsbarnehage AS", "1022087"
"Furuberget barnehage", "Hamar kommune", "1017551"
"Gullungen Evelyn Hekne Sund", "Gullungen Evelyn Hekne Sund", "1020906"
"Hamar Gårdsbarnehage Solfrid Bjørge Goldsack", "Hamar Gårdsbarnehage Solfrid Bjørge Goldsack", "1021434"
"Hamarbarnehagen AS", "Hamarbarnehagen AS", "1021980"
"Hempa barnehage", "Hamar kommune", "1017362"
"Hol barnehage", "Hamar kommune", "1017552"
"Hompetitten barnehage Ridabu AS", "Hompetitten barnehage Ridabu AS", "1022452"
"Hvitveisen barnehage", "Hvitveisen barnehage Sa", "1019886"
"Ingeberg barnehage", "Hamar kommune", "1017563"
"Jønsrudløkka barnehage", "Hamar kommune", "1025417"
"Klukhagan barnehage", "Hamar kommune", "1018475"
"Kronborg barnehage", "Hamar kommune", "1014304"
"Lovisenberg barnehage", "Hamar kommune", "1017564"
"Lundbo barnehage", "Hamar kommune", "2000094"
"Martodden barnehage", "Hamar kommune", "1015164"
"Nerby AS", "Nerby AS", "1021941"
"Norsvin barnehage AS", "Norsvin barnehage AS", "1014013"
"Prestrud barnehage", "Hamar kommune", "1017363"
"Ringblomsten Familiebarnehage Solfrid Bjørge Goldsack", "Ringblomsten Familiebarnehage Solfrid Bjørge Goldsack", "1021433"
"Skramstad barnehage", "Hamar kommune", "1013892"
"Slemsrud barnehage", "Hamar kommune", "1017565"
"Solvang barnehage", "Hamar kommune", "1017566"
"Vangli barnehage Al", "Vangli barnehage Sa", "1019773"
"Vestenga barnehage", "Hamar kommune", "1017331"
"Åker barnehage", "Hamar kommune", "1017567"
