# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bingeplass Fus barnehage AS", "Bingeplass Fus barnehage AS", "1021880"
"Dampsaga barnehage AS", "Dampsaga barnehage AS", "1026167"
"Huldraheimen Steinerbarnehage AS", "Huldraheimen Steinerbarnehage AS", "1021762"
"Hvittingfoss barnehage", "Kongsberg kommune", "1012742"
"Idrettsparken barnehage", "Kongsberg kommune", "1025700"
"Karins Familiebarnehage", "Saggrenda barnehage", "1025504"
"Kongsberg International Preschool Fus AS", "Kongsberg International Preschool Fus AS", "1022022"
"Rekrutten barnehage", "Kongsberg kommune", "1014879"
"Skautrollet AS", "Skautrollet AS", "1020397"
"Skavanger barnehage", "Kongsberg kommune", "1016025"
"Skytterløkka barnehage Sa", "Skytterløkka barnehage Sa", "1020009"
"Studentsamskipnaden i Sørøst-Norge Sibu Barn Bevern", "Studentsamskipnaden i Sørøst-Norge", "1016981"
