# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bordalen barnehage Sa", "Bordalen barnehage Sa", "1019699"
"Bulken barnehage", "Voss kommune", "1016198"
"Klausabakken barnehage", "Voss kommune", "1012849"
"Kløve barnehage", "Voss kommune", "1012848"
"Regnbogen Natur og Kulturbarnehage AS", "Regnbogen Natur og Kulturbarnehage AS", "1021916"
"Rogne barnehage", "Rogne barnehage", "1020154"
"Skulestad barnehage Sa", "Skulestad barnehage Sa", "1021082"
"Sundve Fus barnehage AS", "Sundve Fus barnehage AS", "1021906"
"Vetlebarnehagen AS", "Vetlebarnehagen AS", "1022286"
"Voss barnehage", "Voss kommune", "1014032"
