# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Fjordly barnehage", "Fjordly barnehage", "1019569"
"Fossebaken Familiebarnehage", "Lundes Familiebarnehage", "1021086"
"Kjølsdalen Montessoribarnehage Sa", "Kjølsdalen Montessoribarnehage Sa", "1020212"
"Læringsverkstedet barnehage Avd Eid", "Læringsverkstedet AS", "1021419"
"Nøtteliten Familiebarnehage", "Nøtteliten Familiebarnehage Haugen", "1020883"
"Stad kommune Flatraket barnehage", "Stad kommune", "1018164"
"Stad kommune Gjerdane barnehage", "Stad kommune", "1025314"
"Stad kommune Golvsengane barnehage", "Stad kommune", "1014789"
"Stad kommune Haugen barnehage", "Stad kommune", "1017062"
"Stad kommune Leikvang barnehage", "Stad kommune", "1013748"
"Stad kommune Selje barnehage", "Stad kommune", "1018165"
"Stad kommune Stårheim barnehage", "Stad kommune", "1013787"
