# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnehagefagleg Rådgjevar", "Suldal kommune", "1025174"
"Suldal barnehage avd Barnehageadministrasjon Avd Barnehageadministrasjon", "Suldal kommune", "1023781"
