# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnehagefagleg Rådgjevar", "Suldal kommune", "1025174"
"Jelsa oppvekstsenter Avd barnehage", "Suldal kommune", "1017492"
"Kjølvikstølen barnehage", "Suldal kommune", "1018096"
"Nesflaten oppvekstsenter Avd barnehage", "Suldal kommune", "1012506"
"Sand barnehage Avd Randåsen", "Suldal kommune", "1012545"
"Sand barnehage Avd Joagarden", "Suldal kommune", "1018095"
"Stølane barnehage", "Suldal kommune", "1017477"
"Suldal barnehage avd Barnehageadministrasjon Avd Barnehageadministrasjon", "Suldal kommune", "1023781"
"Vanvik oppvekstsenter Avd barnehage", "Suldal kommune", "1015590"
"Vinjar barnehage", "Suldal kommune", "1013749"
